Dispute no,Creation Date,Assigned User,Invoice Amount,Trx Type,Dispute Status,Dispute Amount,Reason Code,Requester,Days Pending,Inv Creation Date,Notified Date,Approval Date,Credit Memo Creation Date,Credit Memo Amount,New Invoice Amount,Country,Customer Number,Activity Status,Activity Result,Updated Activity Result,Recipient Team - Broad Level
13.2212317596525-D,16-12-2020,?OM-C367@.com,350333.57,Lic C1-TT,COMPLETE,-0.01,2-Rebill,PRABH237@.com,0.27,27-11-2020,22-12-2020,23-12-2020,22-12-2020,-350333.57,,CH,14.3646235470434-C,COMPLETE,COMPLETE,Approved,GOM CMRB
13.2212319725637-D,16-12-2020,?OKSA350@.com,2993,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,BISWA56@.com,0.52,13-07-2020,28-12-2020,,,,,US,14.428635536816-C,NOTIFIED,,Pending Approval,OKS
13.2212321854747-D,16-12-2020,?IREC348@.com,797.55,Invoi1-TT,COMPLETE,-797.55,32-Credit,IMAN.128@.com,0.15,14-05-2020,17-12-2020,17-12-2020,17-12-2020,-797.55,,US,14.2600181044389-C,COMPLETE,APPROVED,Approved,AR
13.2212323983858-D,16-12-2020,?OKSA350@.com,2815.89,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,BISWA56@.com,0.52,18-09-2020,28-12-2020,,,,,US,14.428635536816-C,NOTIFIED,,Pending Approval,OKS
13.2212326112968-D,16-12-2020,?IREC348@.com,737.61,Invoi1-TT,COMPLETE,-737.61,32-Credit,IMAN.128@.com,0.17,14-04-2020,18-12-2020,18-12-2020,18-12-2020,-737.61,,US,11.2017694433825-C,COMPLETE,APPROVED,Approved,AR
13.2212328242077-D,16-12-2020,?OKSA350@.com,2553.6,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,BISWA56@.com,0.52,16-11-2020,28-12-2020,,,,,US,14.428635536816-C,NOTIFIED,,Pending Approval,OKS
13.2212330371186-D,16-12-2020,?IREC348@.com,21962.63,Syste1-TT,COMPLETE,-21962.63,13-Credit,PREET241@.com,0.07,10-09-2020,18-12-2020,18-12-2020,18-12-2020,-21962.63,,US,14.502288120435-C,COMPLETE,APPROVED,Approved,AR
13.2212332500294-D,16-12-2020,?OPAP361@.com,38333.7,920Co1-TT,PENDING_APPROVAL,-1766.4,21-Rebill,SOURA296@.com,1.86,30-03-2020,27-12-2020,,,,,US,14.2450803666582-C,NOTIFIED,,Pending Approval,Project Accounting
13.2212334629401-D,16-12-2020,?IREC348@.com,534.55,Invoi1-TT,COMPLETE,-534.55,32-Credit,SHREY290@.com,0.2,07-05-2020,21-12-2020,21-12-2020,21-12-2020,-534.55,,US,14.2870873849191-C,COMPLETE,APPROVED,Approved,AR
13.2212336758509-D,16-12-2020,?IREC348@.com,495.07,Invoi1-TT,COMPLETE,-495.07,32-Credit,SHREY290@.com,0.16,07-05-2020,18-12-2020,18-12-2020,18-12-2020,-495.07,,US,14.3044028924188-C,COMPLETE,APPROVED,Approved,AR
13.2212338887615-D,16-12-2020,?IREC348@.com,445.11,Invoi1-TT,COMPLETE,-445.11,32-Credit,SHREY290@.com,0.17,12-05-2020,17-12-2020,17-12-2020,17-12-2020,-445.11,,US,14.3896026508137-C,COMPLETE,APPROVED,Approved,AR
13.2212341016721-D,16-12-2020,?IREC348@.com,366.71,Invoi1-TT,COMPLETE,-366.71,32-Credit,SHREY290@.com,0.18,14-04-2020,21-12-2020,21-12-2020,21-12-2020,-366.71,,US,14.2437390347101-C,COMPLETE,APPROVED,Approved,AR
13.2212343145827-D,16-12-2020,?IREC348@.com,242.87,Invoi1-TT,COMPLETE,-242.87,32-Credit,SHREY290@.com,0.09,08-05-2020,17-12-2020,17-12-2020,17-12-2020,-242.87,,US,14.4762873407127-C,COMPLETE,APPROVED,Approved,AR
13.2212345274932-D,16-12-2020,?IREC348@.com,2317.56,Syste1-TT,COMPLETE,-2317.56,40-Credit,MARCE182@.com,0.16,19-10-2020,17-12-2020,17-12-2020,17-12-2020,-2317.56,,US,14.3815205227721-C,COMPLETE,APPROVED,Approved,AR
13.2212347404037-D,16-12-2020,?OKSA350@.com,311.27,Invoi1-TT,PENDING_APPROVAL,-311.27,9-Credit,BISWA56@.com,0.52,07-05-2020,28-12-2020,,,,,US,14.428635536816-C,NOTIFIED,,Pending Approval,OKS
13.2212349533141-D,16-12-2020,?CLOU344@.com,389927.94,S/Paa1-TT,COMPLETE,-0.01,25-Rebill,FILIP114@.com,0.88,11-11-2020,22-12-2020,23-12-2020,22-12-2020,-389927.94,,BR,14.0188655854711-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212351662244-D,16-12-2020,?IREC348@.com,47695.77,Invoi1-TT,COMPLETE,-875.65,7-Credit,DON.V98@.com,0.03,08-10-2020,18-12-2020,18-12-2020,18-12-2020,-875.65,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2212353791347-D,16-12-2020,?IREC348@.com,47695.77,Invoi1-TT,COMPLETE,-2853.67,7-Credit,DON.V98@.com,0.03,08-10-2020,18-12-2020,18-12-2020,18-12-2020,-2853.67,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.221235592045-D,16-12-2020,?IREC348@.com,47694.71,Invoi1-TT,COMPLETE,-2853.67,7-Credit,DON.V98@.com,0.03,08-10-2020,18-12-2020,18-12-2020,18-12-2020,-2853.67,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2212358049552-D,16-12-2020,?IREC348@.com,11123.76,Invoi1-TT,COMPLETE,-393.56,7-Credit,DON.V98@.com,0.03,08-10-2020,18-12-2020,18-12-2020,18-12-2020,-393.56,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2212360178653-D,16-12-2020,?IREC348@.com,11123.76,Invoi1-TT,COMPLETE,-1282.58,7-Credit,DON.V98@.com,0.02,08-10-2020,18-12-2020,18-12-2020,18-12-2020,-1282.58,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2212362307754-D,16-12-2020,?IREC348@.com,11123.39,Invoi1-TT,COMPLETE,-1282.58,7-Credit,DON.V98@.com,0.02,08-10-2020,18-12-2020,18-12-2020,18-12-2020,-1282.58,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2212364436854-D,16-12-2020,?IREC348@.com,2972.96,Invoi1-TT,COMPLETE,-912.25,7-Credit,DON.V98@.com,0.02,08-10-2020,18-12-2020,18-12-2020,18-12-2020,-912.25,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2212366565954-D,16-12-2020,?IREC348@.com,2972.96,Invoi1-TT,COMPLETE,-2972.96,7-Credit,DON.V98@.com,0.01,08-10-2020,18-12-2020,18-12-2020,18-12-2020,-2972.96,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2212368695054-D,16-12-2020,?IREC348@.com,2972.96,Invoi1-TT,COMPLETE,-2972.96,7-Credit,DON.V98@.com,0,08-10-2020,18-12-2020,18-12-2020,18-12-2020,-2972.96,,US,11.7564045524596-C,COMPLETE,APPROVED,Approved,AR
13.2212370824152-D,16-12-2020,?IREC346@.com,1745220,Sup C1-TT,COMPLETE,-0.01,14-Rebill,VINAY324@.com,0,10-12-2020,21-12-2020,21-12-2020,21-12-2020,-1745220,,IN,14.2414685231092-C,COMPLETE,COMPLETE,Approved,AR
13.2212372953251-D,16-12-2020,?IREC353@.com,231000,PA In1-TT,PENDING_APPROVAL,-231000,13-Credit,NEETH222@.com,2.07,02-11-2020,27-12-2020,,,,,AU,14.0297805753-C,NOTIFIED,,Pending Approval,Project Accounting
13.2212375082348-D,16-12-2020,?OM-C341@.com,158232.43,S/Paa1-TT,CANCELLED,-0.01,3-Rebill,NEETH222@.com,4.2,04-09-2020,17-12-2020,22-12-2020,,,,AU,14.0928977678967-C,COMPLETE,#FORCE,Rejected,GOM CMRB
13.2212377211446-D,16-12-2020,?OM-C341@.com,2254.23,S/Paa1-TT,CANCELLED,-0.01,3-Rebill,NEETH222@.com,4.19,04-09-2020,17-12-2020,22-12-2020,,,,AU,14.0928977678967-C,COMPLETE,#FORCE,Rejected,GOM CMRB
13.2212379340542-D,16-12-2020,?OM-C341@.com,18531.35,S/Paa1-TT,CANCELLED,-0.01,3-Rebill,NEETH222@.com,4.2,04-09-2020,17-12-2020,22-12-2020,,,,AU,14.0928977678967-C,COMPLETE,#FORCE,Rejected,GOM CMRB
13.2212381469639-D,16-12-2020,?OM-C341@.com,2254.23,S/Paa1-TT,CANCELLED,-0.01,3-Rebill,NEETH222@.com,4.19,04-09-2020,17-12-2020,22-12-2020,,,,AU,14.0928977678967-C,COMPLETE,#FORCE,Rejected,GOM CMRB
13.2212383598734-D,16-12-2020,?OM-C355@.com,2464403.3,Lic C1-TT,NOT_APPROVED,-0.01,12-Rebill,MRINA218@.com,5.14,30-11-2020,17-12-2020,22-12-2020,,,,SAO,14.3911669410839-C,COMPLETE,REJECTED,Rejected,GOM CMRB
13.2212385727829-D,16-12-2020,?IREC356@.com,33807.8,Invoi1-TT,COMPLETE,-0.01,4-Rebill,MIGUE200@.com,0.8,15-12-2020,21-12-2020,22-12-2020,21-12-2020,-33807.8,,LV,14.3613024858237-C,COMPLETE,COMPLETE,Approved,AR
13.2212387856924-D,17-12-2020,?OM-C367@.com,3383.95,Lic C1-TT,COMPLETE,-0.01,14-Rebill,VIRGI327@.com,0,10-12-2020,22-12-2020,22-12-2020,22-12-2020,-3383.95,,DE,14.3740363993364-C,COMPLETE,COMPLETE,Approved,GOM CMRB
13.2212389986018-D,17-12-2020,MIGUE200@.com,10453.73,Invoi1-TT,NOT_APPROVED,-0.01,14-Rebill,ANDRA29@.com,0.02,18-02-2018,17-12-2020,17-12-2020,,,,LV,14.0745066865735-C,COMPLETE,REJECTED,Rejected,Collections
13.2212392115112-D,17-12-2020,MIGUE200@.com,10453.73,Invoi1-TT,NOT_APPROVED,-0.01,14-Rebill,ANDRA29@.com,0.02,12-11-2020,17-12-2020,17-12-2020,,,,LV,14.0745066865735-C,COMPLETE,REJECTED,Rejected,Collections
13.2212394244205-D,17-12-2020,?IREC343@.com,2742.68,Invoi1-TT,COMPLETE,-0.01,2-Rebill,OANA.229@.com,0.11,14-12-2020,21-12-2020,21-12-2020,18-12-2020,-2742.68,2742.47,LV,14.0741844032443-C,COMPLETE,COMPLETE,Approved,OKS
13.2212396373297-D,17-12-2020,?IREC343@.com,1603.32,Invoi1-TT,COMPLETE,-0.01,2-Rebill,OANA.229@.com,0.11,14-12-2020,21-12-2020,21-12-2020,18-12-2020,-1603.32,1603.37,LV,14.074649530986-C,COMPLETE,COMPLETE,Approved,OKS
13.221239850239-D,17-12-2020,?IREC358@.com,218.79,Lic C1-TT,COMPLETE,-0.01,11-Rebill,IULIA131@.com,5.23,18-11-2020,22-12-2020,28-12-2020,21-12-2020,-218.79,,DE,14.0630155096778-C,COMPLETE,,Approved,Cash Apps
13.2212400631481-D,17-12-2020,?OM-C367@.com,13283.38,Invoi1-TT,PENDING_APPROVAL,-13283.38,5-Credit,DOINI97@.com,1.99,10-04-2020,27-12-2020,,,,,CH,14.0837972395764-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2212402760572-D,17-12-2020,?IREC358@.com,255.2,Edu C1-TT,COMPLETE,-0.01,11-Rebill,IULIA131@.com,5.9,19-11-2020,22-12-2020,28-12-2020,21-12-2020,-255.2,,DE,14.5162625535892-C,COMPLETE,,Approved,Cash Apps
13.2212404889662-D,17-12-2020,?IREC343@.com,1400.88,Invoi1-TT,COMPLETE,-0.01,14-Rebill,LAURA158@.com,0.19,15-12-2020,21-12-2020,21-12-2020,17-12-2020,-1400.88,-1400.88,IT,14.2159475153957-C,COMPLETE,COMPLETE,Approved,OKS
13.2212407018752-D,17-12-2020,?HECT375@.com,1098.52,Syste1-TT,NOT_APPROVED,-1098.52,2-Rebill,SUDEE301@.com,0.19,07-12-2020,18-12-2020,18-12-2020,,,,MX,14.3898015782224-C,COMPLETE,REJECTED,Rejected,Collections
13.2212409147842-D,17-12-2020,?IREC343@.com,1901.75,Invoi1-TT,COMPLETE,-1901.75,9-Credit,BIANC55@.com,0.9,08-12-2020,23-12-2020,24-12-2020,18-12-2020,-1901.75,,DE,14.3729069993779-C,COMPLETE,COMPLETE,Approved,OKS
13.2212411276931-D,17-12-2020,?OKSA350@.com,34281.5,Invoi1-TT,NOT_APPROVED,-0.01,11-Rebill,VAIBH322@.com,3.7,05-12-2020,17-12-2020,21-12-2020,,,,US,14.3721778844491-C,COMPLETE,REJECTED,Rejected,OKS
13.2212413406019-D,17-12-2020,?OKSA350@.com,34281.5,Invoi1-TT,COMPLETE,-0.01,11-Rebill,VAIBH322@.com,1.01,05-12-2020,22-12-2020,23-12-2020,21-12-2020,-34281.5,-34281.5,US,14.3721778844491-C,COMPLETE,COMPLETE,Approved,OKS
13.2212415535107-D,17-12-2020,?OM-C341@.com,103204.34,S/Paa1-TT,PENDING_APPROVAL,-0.01,25-Rebill,VIRGI327@.com,1.82,16-12-2020,27-12-2020,,,,,DE,14.0858305106154-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2212417664194-D,17-12-2020,?IREC356@.com,134278.56,S/Paa1-TT,PENDING_APPROVAL,-0.01,25-Rebill,VIRGI327@.com,1.82,16-12-2020,27-12-2020,,,,,DE,14.0858305106154-C,NOTIFIED,,Pending Approval,AR
13.2212419793281-D,17-12-2020,?SUMA363@.com,19897.5,Invoi1-TT,NOT_APPROVED,-1196.77,9-Credit,SHRUT291@.com,1.34,06-12-2020,20-12-2020,22-12-2020,,,,AU,14.4020524082521-C,COMPLETE,REJECTED,Rejected,Collections
13.2212421922367-D,17-12-2020,?IREC356@.com,3779740.51,Invoi1-TT,PENDING_APPROVAL,-0.01,12-Rebill,HALED123@.com,1.1,16-09-2020,27-12-2020,,,,,EG,14.0751359982129-C,NOTIFIED,,Pending Approval,AR
13.2212424051453-D,17-12-2020,?IREC356@.com,3779740.51,Invoi1-TT,PENDING_APPROVAL,-0.01,12-Rebill,HALED123@.com,1.1,16-09-2020,27-12-2020,,,,,EG,14.0751359982129-C,NOTIFIED,,Pending Approval,AR
13.2212426180538-D,17-12-2020,?IREC356@.com,3779740.51,Invoi1-TT,PENDING_APPROVAL,-0.01,12-Rebill,HALED123@.com,1.1,16-09-2020,27-12-2020,,,,,EG,14.0751359982129-C,NOTIFIED,,Pending Approval,AR
13.2212428309623-D,17-12-2020,?IREC356@.com,82360.61,Invoi1-TT,COMPLETE,-29493.74,7-Credit,MIHAE202@.com,2.93,18-11-2019,18-12-2020,21-12-2020,21-12-2020,-29493.74,,RUH,14.2977194632452-C,COMPLETE,COMPLETE,Approved,AR
13.2212430438707-D,17-12-2020,?IREC356@.com,82360.61,Invoi1-TT,COMPLETE,-28906.34,7-Credit,MIHAE202@.com,3.18,17-02-2020,18-12-2020,21-12-2020,21-12-2020,-28906.34,,RUH,14.2977194632452-C,COMPLETE,COMPLETE,Approved,AR
13.2212432567791-D,17-12-2020,?IREC356@.com,82360.61,Invoi1-TT,COMPLETE,-28318.92,7-Credit,MIHAE202@.com,3.18,19-05-2020,18-12-2020,21-12-2020,21-12-2020,-28318.92,,RUH,14.2977194632452-C,COMPLETE,COMPLETE,Approved,AR
13.2212434696874-D,17-12-2020,?IREC356@.com,82360.61,Invoi1-TT,COMPLETE,-28318.92,7-Credit,MIHAE202@.com,0.16,19-08-2020,17-12-2020,18-12-2020,18-12-2020,-28318.91,,RUH,14.2977194632452-C,COMPLETE,APPROVED,Approved,AR
13.2212436825957-D,17-12-2020,?IREC356@.com,28710.55,Invoi1-TT,COMPLETE,-28710.55,7-Credit,MIHAE202@.com,0.16,17-11-2020,17-12-2020,18-12-2020,18-12-2020,-28710.55,,RUH,14.2977194632452-C,COMPLETE,APPROVED,Approved,AR
13.2212438955039-D,17-12-2020,?IREC356@.com,33.89,Sup C1-TT,COMPLETE,-33.89,13-Credit,DENIS87@.com,0.18,14-11-2019,17-12-2020,18-12-2020,18-12-2020,-33.89,,PL,#VALUE!,COMPLETE,APPROVED,Approved,AR
13.2212441084121-D,17-12-2020,?IREC343@.com,1444776.95,Invoi1-TT,COMPLETE,-0.01,11-Rebill,LAURA159@.com,0.08,04-12-2020,23-12-2020,23-12-2020,21-12-2020,-1444776.95,-1444776.95,CZ,14.3053180982907-C,COMPLETE,COMPLETE,Approved,OKS
13.2212443213202-D,17-12-2020,?IREC356@.com,286.59,Lic C1-TT,COMPLETE,-286.59,13-Credit,DENIS87@.com,0.18,14-11-2019,17-12-2020,18-12-2020,18-12-2020,-286.59,,PL,#VALUE!,COMPLETE,APPROVED,Approved,AR
13.2212445342282-D,17-12-2020,?IREC356@.com,54.45,Sup C1-TT,COMPLETE,-54.45,13-Credit,DENIS87@.com,0.18,14-11-2019,17-12-2020,18-12-2020,18-12-2020,-54.45,,PL,#VALUE!,COMPLETE,APPROVED,Approved,AR
13.2212447471362-D,17-12-2020,?IREC356@.com,629.15,Lic C1-TT,COMPLETE,-629.15,13-Credit,DENIS87@.com,0.14,14-11-2019,17-12-2020,18-12-2020,18-12-2020,-629.15,,PL,#VALUE!,COMPLETE,APPROVED,Approved,AR
13.2212449600442-D,17-12-2020,?IREC356@.com,119.54,Sup C1-TT,COMPLETE,-119.54,13-Credit,DENIS87@.com,0.18,14-11-2019,17-12-2020,18-12-2020,18-12-2020,-119.54,,PL,#VALUE!,COMPLETE,APPROVED,Approved,AR
13.2212451729521-D,17-12-2020,?OM-C367@.com,1758491.85,Lic C1-TT,PENDING_APPROVAL,-305192.83,24-Rebill,LARIS156@.com,0.9,22-12-2014,28-12-2020,,,,,BE,14.3064425776438-C,NOTIFIED,,Pending Approval,GOM CMRB
13.2212453858599-D,17-12-2020,?IREC342@.com,88906.8,Sup C1-TT,COMPLETE,-0.01,21-Rebill,EDUAR101@.com,0.04,19-08-2020,23-12-2020,23-12-2020,21-12-2020,-88906.8,,SS,14.4622391342029-C,COMPLETE,COMPLETE,Approved,Project Accounting
13.2212455987677-D,17-12-2020,?IREC351@.com,9945.65,Invoi1-TT,COMPLETE,-0.01,4-Rebill,WILLI328@.com,5.92,05-06-2020,22-12-2020,28-12-2020,22-12-2020,-9945.65,,BR,14.3453638051647-C,COMPLETE,COMPLETE,Approved,OKS
13.2212458116755-D,17-12-2020,?IREC351@.com,23954.96,Inv O1-TT,COMPLETE,-0.01,4-Rebill,WILLI328@.com,5.92,05-06-2020,22-12-2020,28-12-2020,22-12-2020,-23954.96,,BR,14.3453638051647-C,COMPLETE,COMPLETE,Approved,OKS
13.2212460245831-D,17-12-2020,?IREC351@.com,23642.78,Invoi1-TT,COMPLETE,-0.01,4-Rebill,WILLI328@.com,4.52,15-06-2020,24-12-2020,,24-12-2020,-23642.78,,BR,14.3453638051647-C,NOTIFIED,,Approved,OKS
13.2212462374908-D,17-12-2020,?IREC362@.com,1320,Edu C1-TT,PENDING_APPROVAL,-0.01,4-Rebill,ALESS9@.com,0.82,15-12-2020,28-12-2020,,,,,DE,14.4514040227055-C,NOTIFIED,,Pending Approval,Education
13.2212464503984-D,17-12-2020,?IREC356@.com,95605.35,Invoi1-TT,COMPLETE,-0.02,2-Rebill,OANA.229@.com,0.79,16-12-2020,23-12-2020,24-12-2020,23-12-2020,-95605.35,,LV,14.0740158784783-C,COMPLETE,COMPLETE,Approved,AR
13.2212466633059-D,17-12-2020,?IREC343@.com,2193.78,Invoi1-TT,COMPLETE,-0.01,11-Rebill,LAURA159@.com,0.07,05-12-2020,23-12-2020,23-12-2020,22-12-2020,-2193.78,,AT,14.3924308215172-C,COMPLETE,COMPLETE,Approved,OKS
13.2212468762134-D,17-12-2020,?IREC343@.com,1941.68,Invoi1-TT,COMPLETE,-0.01,11-Rebill,LAURA159@.com,0.07,05-12-2020,23-12-2020,23-12-2020,22-12-2020,-1941.68,,AT,14.3924308215172-C,COMPLETE,COMPLETE,Approved,OKS
13.2212470891208-D,17-12-2020,?IREC343@.com,664.07,Invoi1-TT,COMPLETE,-0.01,11-Rebill,LAURA159@.com,0.07,05-12-2020,23-12-2020,23-12-2020,22-12-2020,-664.07,,AT,14.3922364767682-C,COMPLETE,COMPLETE,Approved,OKS
13.2212473020282-D,17-12-2020,?IREC343@.com,6863.59,Invoi1-TT,COMPLETE,-0.01,11-Rebill,ALEXA12@.com,0.07,04-12-2020,23-12-2020,23-12-2020,21-12-2020,-6863.59,6863.59,DE,14.2180473989333-C,COMPLETE,COMPLETE,Approved,OKS
13.2212475149355-D,17-12-2020,?MONI380@.com,70335.71,Inv O1-TT,NOT_APPROVED,-70335.71,16-Credit,DEILY86@.com,0.2,10-12-2020,17-12-2020,17-12-2020,,,,BR,14.2951380403141-C,COMPLETE,REJECTED,Rejected,Collections
13.2212477278428-D,17-12-2020,?IREC359@.com,598.05,Proje1-TT,PENDING_APPROVAL,-0.01,27-Rebill,JESUS137@.com,1.59,04-12-2020,27-12-2020,,,,,PR,14.4075114022825-C,NOTIFIED,,Pending Approval,Project Accounting
13.22124794075-D,17-12-2020,?IREC351@.com,71953.77,B-Inv1-TT,COMPLETE,-0.01,4-Rebill,MONIC212@.com,0.5,07-05-2020,28-12-2020,,28-12-2020,-71953.77,,CO,14.2834934961602-C,NOTIFIED,,Approved,OKS
13.2212481536572-D,17-12-2020,?IREC371@.com,1164807.32,Invoi1-TT,PENDING_APPROVAL,-0.01,4-Rebill,YADIR332@.com,1.64,27-01-2020,27-12-2020,,,,,MX,14.0172567148214-C,NOTIFIED,,Pending Approval,Cash Apps
13.2212483665643-D,17-12-2020,?OKSA350@.com,9443.29,Invoi1-TT,PENDING_APPROVAL,-0.01,14-Rebill,SHREY290@.com,0.78,05-06-2020,28-12-2020,,,,,US,14.2301615642001-C,NOTIFIED,,Pending Approval,OKS
13.2212485794714-D,17-12-2020,?OKSA350@.com,9443.29,Invoi1-TT,PENDING_APPROVAL,-0.01,14-Rebill,SHREY290@.com,0.78,05-06-2020,28-12-2020,,,,,US,14.2301615642001-C,NOTIFIED,,Pending Approval,OKS
13.2212487923784-D,17-12-2020,?IREC360@.com,9499.28,Invoi1-TT,PENDING_APPROVAL,-0.01,4-Rebill,JESUS137@.com,1.59,22-11-2019,27-12-2020,,,,,PE,14.2457191325178-C,NOTIFIED,,Pending Approval,AR
13.2212490052853-D,17-12-2020,?OKSA350@.com,9443.29,Invoi1-TT,PENDING_APPROVAL,-0.01,14-Rebill,SHREY290@.com,0.78,05-06-2020,28-12-2020,,,,,US,14.2301615642001-C,NOTIFIED,,Pending Approval,OKS
13.2212492181922-D,17-12-2020,?OKSA350@.com,9443.22,Invoi1-TT,PENDING_APPROVAL,-0.01,14-Rebill,SHREY290@.com,0.78,05-06-2020,28-12-2020,,,,,US,14.2301615642001-C,NOTIFIED,,Pending Approval,OKS
13.2212494310991-D,17-12-2020,?CLOU344@.com,13331.17,S/Paa1-TT,COMPLETE,-0.01,4-Rebill,FILIP114@.com,0.3,05-11-2020,24-12-2020,24-12-2020,23-12-2020,-13331.17,13331.17,BR,14.1427623516864-C,COMPLETE,COMPLETE,Approved,CSDM
13.2212496440059-D,17-12-2020,?AVIN379@.com,7737.7,Invoi1-TT,NOT_APPROVED,-539.84,24-Rebill,ERICA107@.com,0.25,28-08-2019,21-12-2020,21-12-2020,,,,US,10.763814207003-C,COMPLETE,REJECTED,Rejected,Collections
13.2212498569126-D,17-12-2020,?IREC348@.com,453657.52,Invoi1-TT,COMPLETE,-56751.55,7-Credit,PRIYA244@.com,2.7,30-11-2020,18-12-2020,21-12-2020,21-12-2020,-56751.55,,US,7.40071505564532-C,COMPLETE,APPROVED,Approved,AR
13.2212500698193-D,17-12-2020,?OKSA350@.com,13298.25,Invoi1-TT,NOT_APPROVED,-0.01,2-Rebill,PRIYA245@.com,2.68,10-09-2019,18-12-2020,21-12-2020,,,,US,14.2041711634725-C,COMPLETE,REJECTED,Rejected,OKS
13.221250282726-D,17-12-2020,?OKSA350@.com,13300.8,Invoi1-TT,NOT_APPROVED,-0.01,2-Rebill,PRIYA245@.com,2.65,10-09-2019,18-12-2020,21-12-2020,,,,US,14.2041711634725-C,COMPLETE,REJECTED,Rejected,OKS
13.2212504956326-D,17-12-2020,?OKSA350@.com,13300.8,Invoi1-TT,NOT_APPROVED,-0.01,2-Rebill,PRIYA245@.com,2.65,10-09-2019,18-12-2020,21-12-2020,,,,US,14.2041711634725-C,COMPLETE,REJECTED,Rejected,OKS
13.2212507085391-D,17-12-2020,?OKSA350@.com,13300.8,Invoi1-TT,NOT_APPROVED,-0.01,2-Rebill,PRIYA245@.com,2.64,10-09-2019,18-12-2020,21-12-2020,,,,US,14.2041711634725-C,COMPLETE,REJECTED,Rejected,OKS
13.2212509214456-D,17-12-2020,?IREC360@.com,382189.61,S/Paa1-TT,COMPLETE,-382189.61,45-Credit,EDUAR102@.com,0.89,13-10-2020,21-12-2020,22-12-2020,21-12-2020,-382189.61,,BR,14.4587054676434-C,COMPLETE,COMPLETE,Approved,AR
13.2212511343521-D,17-12-2020,?IREC360@.com,86205.39,S/Paa1-TT,COMPLETE,-86205.39,45-Credit,EDUAR102@.com,0.89,09-11-2020,21-12-2020,22-12-2020,21-12-2020,-86205.39,,BR,14.4587054676434-C,COMPLETE,COMPLETE,Approved,AR
13.2212513472584-D,17-12-2020,?IREC360@.com,86205.39,S/Paa1-TT,COMPLETE,-86205.39,45-Credit,EDUAR102@.com,0.89,09-12-2020,21-12-2020,22-12-2020,21-12-2020,-86205.39,,BR,14.4587054676434-C,COMPLETE,COMPLETE,Approved,AR
13.2212515601648-D,17-12-2020,?OMAP372@.com,2520.25,LIC C1-TT,COMPLETE,-0.01,11-Rebill,YASEE333@.com,0.06,13-06-2019,23-12-2020,23-12-2020,23-12-2020,-2520.25,,US,14.4118391508128-C,COMPLETE,COMPLETE,Approved,GOM CMRB
13.221251773071-D,17-12-2020,?IREC360@.com,27190.8,Inv O1-TT,APPROVED_PEND_COMP,-7677.99,30-Credit,EDUAR102@.com,4.78,17-11-2020,24-12-2020,,,,,BR,14.2818665976091-C,NOTIFIED,,Pending Approval,AR
13.2212519859773-D,17-12-2020,?CLOU344@.com,418100.44,S/Paa1-TT,COMPLETE,-0.01,4-Rebill,MARIO189@.com,0.64,30-08-2020,28-12-2020,,21-12-2020,-418100.44,,MX,14.0180998039396-C,NOTIFIED,,Approved,CSDM
13.2212521988835-D,17-12-2020,?IREC352@.com,387.44,Invoi1-TT,PENDING_APPROVAL,-0.01,3-Rebill,RANJI257@.com,5.97,05-12-2020,23-12-2020,,,,,NZ,14.3522006424786-C,NOTIFIED,,Pending Approval,OKS
13.2212524117896-D,18-12-2020,?IREC343@.com,32634.61,Invoi1-TT,COMPLETE,-0.01,3-Rebill,ROXAN273@.com,3.94,27-11-2020,24-12-2020,27-12-2020,23-12-2020,-32634.61,32634.61,KE,14.3720128577775-C,COMPLETE,COMPLETE,Approved,OKS
13.2212526246956-D,18-12-2020,?IREC343@.com,988.74,Invoi1-TT,COMPLETE,-0.01,11-Rebill,SORIN294@.com,0.07,08-12-2020,23-12-2020,23-12-2020,21-12-2020,-988.74,988.74,GB,14.08872182053-C,COMPLETE,COMPLETE,Approved,OKS
13.2212528376017-D,18-12-2020,?IREC356@.com,1843.12,S/Paa1-TT,COMPLETE,-228.11,22-Credit,ANDRE30@.com,1.45,10-02-2017,27-12-2020,,27-12-2020,-228.1,,IT,14.4031200449643-C,NOTIFIED,,Approved,AR
13.2212530505076-D,18-12-2020,BEATR52@.com,1130.85,Invoi1-TT,NOT_APPROVED,-0.01,2-Rebill,BEATR52@.com,0,14-12-2020,18-12-2020,18-12-2020,,,,FR,14.357043066932-C,COMPLETE,REJECTED,Rejected,Collections
